"Support Item Number","Support Item","Support Item Description","Support Categories","Unit of Measure n","Unit of Measure n+1","Quote n","Quote n+1","Price Limit n","Price Limit n+1","Price Control n","Price Control n+1","Line number n","Line number n+1"
"05_181003193_0105_1_2","custom made back rest","For example, moulded or shaped rest or seat.","Assistive technology","Each","EA","Y","Y","","","N","N",352,416
"05_181006187_0105_1_2","seat cushion- air cushion - other","","Assistive technology","Each","EA","Y","Y","","","N","N",353,417
"05_181006188_0105_1_2","air cushion high profile","","Assistive technology","Each","EA","N","N","","","N","N",354,418
"05_181006189_0105_1_2","air cushion low profile","","Assistive technology","Each","EA","N","N","","","N","N",355,419
"05_181006190_0105_1_2","combination cushion - gel, foam, and air","","Assistive technology","Each","EA","Y","Y","","","N","N",356,420
"05_181012191_0105_1_2","wheelchair head rest- complex support needs","head support for person with very high support needs due to high muscle tone or complete paralysis","Assistive technology","Each","EA","Y","Y","","","N","N",357,421
"05_181024194_0105_1_2","wheelchair tray","","Assistive technology","Each","EA","N","N","","","N","N",358,422
"05_181088195_0105_1_2","custom made postural seating system","For example, moulded or shaped rest or seat.","Assistive technology","Each","EA","Y","Y","","","N","N",359,423
"05_181088196_0105_1_2","customised postural seating system","For example, moulded or shaped back rest and seats with components individually aligned for participant.","Assistive technology","Each","EA","Y","Y","","","N","N",360,424
"05_181210197_0103_1_2","beds - power adjust, estimate","","Assistive technology","Each","EA","Y","Y","","","N","N",361,425
"05_181210199_0103_1_2","beds - power adjust- child suitable rails","","Assistive technology","Each","EA","Y","Y","","","N","N",363,426
"05_181210200_0103_1_2","beds - extra width or height power adjust","","Assistive technology","Each","EA","Y","Y","","","N","N",364,427
"05_181210201_0103_1_2","beds - hi lo with companion bed","hi-lo bed with second detachable bed for partner, detachment is to assist with care needs","Assistive technology","Each","EA","Y","Y","","","N","N",365,428
"05_181212202_0103_1_2","bed blocks","","Assistive technology","Each","EA","N","N","","","N","N",366,429
"05_181221203_0103_1_2","bed cradle- adjustable height","","Assistive technology","Each","EA","N","N","","","N","N",367,430
"05_181224204_0103_1_2","sleep system","Positioning cushions to help a participant maintain a consistent and optimal position while sleeping or resting.","Assistive technology","Each","EA","Y","Y","","","N","N",368,431
"05_181227206_0103_1_2","bed rails covers","","Assistive technology","Each","EA","N","N","","","N","N",369,432
"05_181227207_0103_1_2","bed rails","Rails which attach to a bed to prevent the participant falling out. Price guidance is for one bed rail.","Assistive technology","Each","EA","N","N","","","N","N",370,433
"05_181233208_0103_1_2","beds - extensions","","Assistive technology","Each","EA","N","N","","","N","N",371,434
"05_181288205_0103_1_2","bed wedges (positioning)","","Assistive technology","Each","EA","N","N","","","N","N",372,435
"05_188800051_0103_1_2","adapted furniture - other","includes therapy cushions, conductive education furniture, hand grips mounted on furniture etc","Assistive technology","Each","EA","N","N","","","N","N",373,437
"05_220318209_0113_1_2","image-enlarging video systems- zoom text","video system which magnifies text or pictures","Assistive technology","Each","EA","N","N","","","N","N",374,438
"05_220318243_0113_1_2","image-enlarging video systems- desk top magnifier","","Assistive technology","Each","EA","Y","Y","","","N","N",375,439
"05_220388244_0113_1_2","other vision equipment not listed","","Assistive technology","Each","EA","Y","Y","","","N","N",376,440
"05_220600213_0119_1_2","Annual fee for hearing aid maintenance, batteries, consumables","Annual fee for hearing aid maintenance, batteries, consumables","Assistive technology","Year","YR","N","N","","","N","N",377,441
"05_220615215_0134_1_2","hearing aid (one) higher needs-amount in addition to OHS subsidy","hearing aid (one) higher needs-amount in addition to OHS subsidy","Assistive technology","Each","EA","Y","Y","","","N","N",378,442
"05_220615216_0134_1_2","hearing aid (two) higher needs-amount in addition to OHS subsidy","hearing aid (two) higher needs-amount in addition to OHS subsidy","Assistive technology","Each","EA","Y","Y","","","N","N",379,443
"05_220618229_0119_1_2","vibro tactile devices","A device that picks up sound and transforms it into a vibrating signal that is felt by the user","Assistive technology","Each","EA","Y","Y","","","N","N",380,444
"05_220621217_0119_1_2","cochlear implant speech processor and coil - CSO - AH only (in kind)","cochlear implant speech processor and coil - CSO - AH only (in kind)","Assistive technology","Each","EA","N","N","","","N","N",381,445
"05_220621218_0119_1_2","external components for other implantable devices","external components for other implantable devices","Assistive technology","Each","EA","N","N","","","N","N",382,446
"05_220621443_0119_1_2","cochlear implant speech processor and coil - non CSO","cochlear implant speech processor and coil - non CSO","Assistive technology","Each","EA","N","N","","","N","N",383,447
"05_220627220_0134_1_2","hearing aid maintenance OHS voucher client contribution","hearing aid maintenance OHS voucher client contribution","Assistive technology","Each","EA","N","N","","","N","N",384,448
"05_220627221_0119_1_2","Hearing aid replacement fee (lost or damaged beyond repair)","Hearing aid replacement fee (lost or damaged beyond repair)","Assistive technology","Each","EA","N","N","","","N","N",385,449
"05_220627222_0122_1_2","personal amplifiers/binaural listener","Assistive technology","Assistive technology","Each","EA","N","N","","","N","N",386,450
"05_220627227_0122_1_2","remote control (for hearing aids)","A remote control that enables changes to be made to hearing aids without touching the hearing devices. It allows access to volume and program changes for people with poor or nil manual dexterity and for use by carers.","Assistive technology","Each","EA","N","N","","","N","N",387,451
"05_220627228_0122_1_2","streamer","Enable wireless access to accessories such as mobile phones, MP3 players and audio devices for hearing aid users.","Assistive technology","Each","EA","N","N","","","N","N",388,452
"05_220627230_0122_1_2","music devices","Portable couplers that allow hearing aid users to access music via audio devices","Assistive technology","Each","EA","N","N","","","N","N",389,453
"05_220627232_0122_1_2","tv device for hearing assistance","Systems for delivering sound directly from the TV to the ear","Assistive technology","Each","EA","N","N","","","N","N",390,454
"05_220903233_0124_1_2","voice generators","Device held to neck which picks up vibrations and amplifies as speech.","Assistive technology","Each","EA","N","N","","","N","N",391,455
"05_220906234_0124_1_2","voice amplifiers for personal use","Device to amplify voice.","Assistive technology","Each","EA","N","N","","","N","N",392,456
"05_221200235_0113_1_2","assistive products for drawing and writing","","Assistive technology","Each","EA","N","N","","","N","N",393,457
"05_221221236_0113_1_2","portable note-taking devices for braille","","Assistive technology","Each","EA","Y","Y","","","N","N",394,458
"05_221224237_0124_1_2","word processing software","","Assistive technology","Each","EA","Y","Y","","","N","N",395,459
"05_221224238_0113_1_2","word processing software for alternate access- vision","e.g. jaws","Assistive technology","Each","EA","Y","Y","","","N","N",396,460
"05_221224239_0113_1_2","word processing software for alternate access- text recognition stand alone","e.g. clear reader, read easy","Assistive technology","Each","EA","N","N","","","N","N",397,461
"05_221803240_0113_1_2","sound recording and playing devices","A desk top unit which magnifies paper based or detailed small objects. For example, Daisy Player","Assistive technology","Each","EA","Y","Y","","","N","N",398,462
"05_221818241_0113_1_2","cctv/ electronic magnification unit","desk top unit which magnifies paper based or detailed small objects","Assistive technology","Each","EA","Y","Y","","","N","N",399,463
"05_221818242_0113_1_2","cctv electronic magnification unit- portable","hand held unit which magnifies paper based or detailed small objects","Assistive technology","Each","EA","N","N","","","N","N",400,464
"05_221821245_0113_1_2","decoders for videotext and text television","","Assistive technology","Each","EA","N","N","","","N","N",401,465
"05_221824246_0119_1_2","radio frequency transmission systems for hearing","Remote microphone sound transmission systems can be used to overcome difficulties with distance, background noise and reverberation","Assistive technology","Each","EA","Y","Y","","","N","N",402,466
"05_221830247_0122_1_2","induction loop devices","Designed for individual use in private and public situations including  reception counters, meetings and other appointments","Assistive technology","Each","EA","N","N","","","N","N",403,467
"05_221833248_0124_1_2","microphones","","Assistive technology","Each","EA","N","N","","","N","N",404,468
"05_221836223_0122_1_2","loudspeakers","Assistive technology","Assistive technology","Each","EA","N","N","","","N","N",405,469
"05_222100249_0124_1_2","face-to-face communication assistive products","Communication boards accessed by pointing, eye gaze or other selection methods.","Assistive technology","Each","EA","N","N","","","N","N",406,470
"05_222102250_0124_1_2","communication software for computer or tablet","Software to convert a tablet or computer device to a communication device.","Assistive technology","Each","EA","N","N","","","N","N",407,471
"05_222102251_0124_1_2","customised commercial tablet","","Assistive technology","Each","EA","N","N","","","N","N",408,472
"05_222103252_0124_1_2","letter and symbol sets and boards","Books or boards with letter symbols or pictures that assist with communication.","Assistive technology","Each","EA","N","N","","","N","N",409,473
"05_222106253_0124_1_2","communication amplifiers","device to amplify voice","Assistive technology","Each","EA","N","N","","","N","N",410,474
"05_222106442_0122_1_2","remote microphone system","remote microphone system","Assistive technology","Each","EA","N","N","","","N","N",411,475
"05_222109254_0124_1_2","static-single button device which provides audible message output","","Assistive technology","Each","EA","N","N","","","N","N",412,477
"05_222109255_0124_1_2","dynamic display dialogue units","communication device with customisable and changing screens which allows a highly customised voice output generation","Assistive technology","Each","EA","Y","Y","","","N","N",413,478
"05_222109256_0124_1_2","text to speech device","Keyed input converting text to speech.","Assistive technology","Each","EA","Y","Y","","","N","N",414,479
"05_222403225_0122_1_2","adapted landline telephone","Assistive technology","Assistive technology","Each","EA","N","N","","","N","N",415,480
"05_222406258_0113_1_2","mobile phone with voice output and enlargement","","Assistive technology","Each","EA","N","N","","","N","N",416,481
"05_222421226_0122_1_2","telephone coupler","Small portable device that attaches to the earpiece of the telephone  and amplifies sound","Assistive technology","Each","EA","N","N","","","N","N",417,482
"05_222421257_0124_1_2","accessories for telephoning","e.g. multipurpose big button switch","Assistive technology","Each","EA","N","N","","","N","N",418,483
"05_222704219_0123_1_2","other alarms and door bells","Amplified, visual alert and/or vibratory alarms","Assistive technology","Each","EA","N","N","","","N","N",419,484
"05_222704266_0122_1_2","baby cry alerting systems for hearing impaired","Visual or vibrating alert","Assistive technology","Each","EA","N","N","","","N","N",420,485
"05_222712259_0123_1_2","adapted clocks","","Assistive technology","Each","EA","N","N","","","N","N",421,486
"05_222716260_0123_1_2","programmable memory aids","","Assistive technology","Each","EA","N","N","","","N","N",422,487
"05_222721231_0122_1_2","smoke alarm adapted for hearing impairment","Visual alert or vibrating smoke alarm packages","Assistive technology","Each","EA","N","N","","","N","N",423,488
"05_223003279_0124_1_2","personal reader- speech output","","Assistive technology","Each","EA","Y","Y","","","N","N",424,489
"05_223021210_0113_1_2","audio labellers","scanners or similar which reads symbol, bar codes or text","Assistive technology","Each","EA","N","N","","","N","N",425,490
"05_223030280_0124_1_2","personal reader- speech and visual output","","Assistive technology","Each","EA","Y","Y","","","N","N",426,491
"05_223088289_0112_1_2","adapted books","books adapted with switches or other adaptions to enable a child or young person with disability to use them.","Assistive technology","Each","EA","N","N","","","N","N",427,492
"05_223603267_0124_1_2","keyboards/ key guards","guards that assist a person in activating the right part of a screen or keyboard","Assistive technology","Each","EA","N","N","","","N","N",428,493
"05_223612268_0124_1_2","simple switches","Including single input switches, pressure, touch, and puff.","Assistive technology","Each","EA","N","N","","","N","N",429,494
"05_223612269_0124_1_2","switch adapted mouse","Computer mouse adapted for switch access.","Assistive technology","Each","EA","N","N","","","N","N",430,495
"05_223618270_0124_1_2","input software i.e. voice activated software","Software that allows non-manual or alternate access to a computer.","Assistive technology","Each","EA","N","N","","","N","N",431,497
"05_223621271_0124_1_2","head pointer","assistive products to position screen pointer and to select items on computer display","Assistive technology","Each","EA","Y","Y","","","N","N",432,498
"05_223621272_0124_1_2","eye gaze system","Hardware and software that directs or selects inputs by gaze to activate a computer or communication device.","Assistive technology","Each","EA","Y","Y","","","N","N",433,499
"05_223905273_0113_1_2","tactile computer displays","","Assistive technology","Each","EA","Y","Y","","","N","N",434,500
"05_223906274_0113_1_2","braille printers- desk top","","Assistive technology","Each","EA","Y","Y","","","N","N",435,501
"05_223906276_0113_1_2","braille embosser- notetaker with voice output","","Assistive technology","Each","EA","Y","Y","","","N","N",437,502
"05_223907277_0124_1_2","static audible player display","","Assistive technology","Each","EA","N","N","","","N","N",438,504
"05_223907278_0124_1_2","portable audible player for computer","","Assistive technology","Each","EA","N","N","","","N","N",439,505
"05_241303281_0123_1_2","environmental control systems","","Assistive technology","Each","EA","Y","Y","","","N","N",440,506
"05_241303282_0123_1_2","ECU controlled wireless mains socket","","Assistive technology","Each","EA","N","N","","","N","N",441,507
"05_241306283_0123_1_2","environmental control software","","Assistive technology","Each","EA","Y","Y","","","N","N",442,508
"05_242403284_0124_1_2","fixed position systems - mounting for communication device","adjustable method of attaching communication device to wheelchair or furniture","Assistive technology","Each","EA","N","N","","","N","N",443,509
"05_300303288_0112_1_2","switch adapted toys","Toys adapted with switches or other adaptions to enable a child or young person with disability to use them.","Assistive technology","Each","EA","N","N","","","N","N",444,510
"05_300303290_0112_1_2","other toy adaptions","","Assistive technology","Each","EA","N","N","","","N","N",445,511
"05_300303302_0112_1_2","adapted mobility toy","","Assistive technology","Each","EA","N","N","","","N","N",446,512
"05_300309296_0112_1_2","assistive products for audio visual gaming","Interfaces that allow a person with disability to access recreational gaming equipment when unable to do so through conventional routes","Assistive technology","Each","EA","Y","Y","","","N","N",447,513
"05_300900292_0112_1_2","sport adaptions to wheelchair (power or manual)","","Assistive technology","Each","EA","N","N","","","N","N",448,514
"05_300903294_0112_1_2","basketball wheelchair","","Assistive technology","Each","EA","Y","Y","","","N","N",449,515
"05_300912300_0112_1_2","specialised bowling equipment","","Assistive technology","Each","EA","N","N","","","N","N",451,516
"05_308800285_0112_1_2","adapted recreation equipment - other","Products such as card holders, camera holders and adaptions to enable a person with disability to participate in recreational activity","Assistive technology","Each","EA","Y","Y","","","N","N",452,517
"05_352_0119_1_2","Referral to Australian Hearing Community Service obligation program","For more info see http://hearingservices.gov.au/wps/portal/hso/site/eligibility/!ut/p/a1/04_Sj9CPykssy0xPLMnMz0vMAfGjzOJ9PA2MDI1MDLz8jc2NDDzNg0LNzExdDQ28TPULsh0VAaWtp70!/","Assistive technology","Each","EA","N","N","","","N","N",453,518
"05_353_0108_1_2","rental of adapted vehicle","","Assistive technology","Each","EA","Y","Y","","","N","N",454,519
"05_500433443_0103_1_2","repairs - mobility domain, after-hours (one unit)","repairs - mobility domain, after-hours (one unit)","Assistive technology","Each","EA","N","N","","","N","N",455,520
"05_500612441_0135_1_2","orthotic repair","orthotic repair","Assistive technology","Each","EA","N","N","","","N","N",456,521
"05_500624304_0135_1_2","minor prosthetic repair - average price","","Assistive technology","Each","EA","N","N","","","N","N",457,522
"05_500624305_0135_1_2","major prosthetic repair - average price","","Assistive technology","Each","EA","Y","Y","","","N","N",458,523
"05_500933306_0103_1_2","bathing and toileting equipment repair","repairs to any toileting and bathing equipment","Assistive technology","Each","EA","N","N","","","N","N",459,524
"05_501200307_0105_1_2","repairs - mobility domain, wheeled mobility minor repair","smaller repairs on newer chairs recently past warranty","Assistive technology","Each","EA","N","N","","","N","N",460,525
"05_501200308_0105_1_2","repairs - mobility domain, wheeled mobility major repair","Includes repairs for chairs usually over 4 years old, which may require work on actuators or other parts.","Assistive technology","Each","EA","Y","Y","","","N","N",461,526
"05_501212373_0109_1_2","repair vehicle modification","Repairs to specialist vehicle hoists, tie downs, driving adaptions","Assistive technology","Each","EA","N","N","","","N","N",462,527
"05_501224309_0105_1_2","tyres","","Assistive technology","Each","EA","N","N","","","N","N",463,528
"05_501224310_0105_1_2","battery or charger","","Assistive technology","Each","EA","N","N","","","N","N",464,529
"05_501236025_0105_1_2","transfer equipment repair","transfer equipment repair","Assistive technology","Each","EA","N","N","","","N","N",465,530
"05_501288435_0105_1_2","repairs - personal care/safety, after-hours (one unit)","repairs - personal care/safety, after-hours (one unit)","Assistive technology","Each","EA","N","N","","","N","N",466,531
"05_501812311_0103_1_2","electric bed repair","","Assistive technology","Each","EA","N","N","","","N","N",467,532
"05_502200312_0124_1_2","communication equipment or ECU repairs","communication equipment or ECU repairs","Assistive technology","Each","EA","N","N","","","N","N",468,533
"05_502206313_0119_1_2","cochlear and other implantable processor repairs","payable only if manufacturers invoice for repairs is retained","Assistive technology","Each","EA","N","N","","","N","N",469,534
"05_502218315_0113_1_2","vision equipment repair","","Assistive technology","Each","EA","N","N","","","N","N",470,535
"05_503000316_0112_1_2","specialised recreation equipment repairs","","Assistive technology","Each","EA","N","N","","","N","N",471,536
"05_700912325_0103_1_2","toilet and bathroom equipment delivery, set up/ training","Equipment delivery, removal from wrapping, fitting/adjusting for participant�s disability specific needs and or training.","Assistive technology","Hour","H","N","N","","","N","N",472,537
"05_701206326_0105_1_2","walking equipment delivery, set up/ training","Equipment delivery, removal from wrapping, fitting/adjusting for participant�s disability specific needs and or training.","Assistive technology","Each","EA","N","N","","","N","N",473,538
"05_701236327_0105_1_2","transfer equipment delivery, set up/ training","equipment delivery, removal from wrapping ready, fitting/adjusting for participant and or training.","Assistive technology","Each","EA","N","N","","","N","N",474,539
"05_701809328_0103_1_2","seating/standing frame equipment delivery to a participant","Equipment delivery, removal from wrapping, fitting/adjusting for participant�s disability specific needs and or training.","Assistive technology","Each","EA","N","N","","","N","N",475,540
"05_701809338_0103_1_2","seating/standing frame equipment delivery, set up/ training","equipment delivery, removal from wrapping ready, fitting/adjusting for participant and or training.","Assistive technology","Each","EA","N","N","","","N","N",476,541
"05_701812329_0103_1_2","bed/ mattress equipment delivery, set up/ training","Equipment delivery, removal from wrapping, fitting/adjusting for the participant�s disability specific needs and/or training in usage.","Assistive technology","Each","EA","N","N","","","N","N",477,542
"05_702218330_0113_1_2","vision equipment delivery, set up/ training","Equipment delivery, removal from wrapping, fitting/adjusting for participant and or training.","Assistive technology","Each","EA","N","N","","","N","N",478,543
"05_702288440_0124_1_2","programming / customisation of electronic equipment","programming / customisation of electronic equipment","Assistive technology","Hour","H","N","N","","","N","N",479,544
"05_702413331_0123_1_2","ECU equipment delivery, set up/ training","Equipment delivery, removal from wrapping, fitting/adjusting for participant disability specific needs and/ or training.","Assistive technology","Each","EA","N","N","","","N","N",480,545
"05_703000332_0112_1_2","recreation equipment delivery, set up/ training","Equipment delivery, removal from wrapping, set up adjustment and training for the participant's disability specific needs.","Assistive technology","Each","EA","N","N","","","N","N",481,546
"05_705012333_0105_1_2","mobility equipment delivery, set up/ training","equipment delivery, removal from wrapping ready, fitting/adjusting for participant and or training.","Assistive technology","Each","EA","N","N","","","N","N",482,547
"05_710912335_0103_1_2","toilet and bathroom equipment delivery","equipment delivery and removal from wrapping ready for use","Assistive technology","Each","EA","N","N","","","N","N",483,548
"05_711206336_0105_1_2","walking equipment delivery to a participant","equipment delivery and removal from wrapping ready for use","Assistive technology","Each","EA","N","N","","","N","N",484,549
"05_711236337_0105_1_2","transfer equipment delivery to a participant","equipment delivery and removal from wrapping ready for use","Assistive technology","Each","EA","N","N","","","N","N",485,550
"05_711812339_0103_1_2","bed/ mattress equipment delivery to a participant","equipment delivery and removal from wrapping ready for use","Assistive technology","Each","EA","N","N","","","N","N",486,551
"05_712218340_0113_1_2","vision equipment delivery to a participant","equipment delivery and removal from wrapping ready for use","Assistive technology","Each","EA","N","N","","","N","N",487,552
"05_712413341_0123_1_2","ECU equipment delivery to a participant","equipment delivery and removal from wrapping ready for use","Assistive technology","Each","EA","N","N","","","N","N",488,553
"05_713000342_0112_1_2","recreation equipment delivery to a participant","equipment delivery and removal from wrapping ready for use","Assistive technology","Each","EA","N","N","","","N","N",489,554
"05_715012343_0105_1_2","mobility equipment delivery","equipment delivery and removal from wrapping ready for use","Assistive technology","Each","EA","N","N","","","N","N",490,555
"05_718888439_0103_1_2","general satchel/post delivery of equipment to a participant","general satchel/post delivery of equipment to a participant","Assistive technology","Each","EA","N","N","","","N","N",491,556
"05_800612438_0135_1_2","orthotic or prosthetic componentry rental","orthotic or prosthetic componentry rental","Assistive technology","Each","EA","N","N","","","N","N",492,557
"05_800912344_0103_1_2","toilet and bathroom equipment rental","short term rental or hire of bathroom or toilet equipment","Assistive technology","Each","EA","N","N","","","N","N",493,558
"05_801206345_0105_1_2","walking equipment rental","","Assistive technology","Each","EA","N","N","","","N","N",494,559
"05_801236346_0105_1_2","transfer equipment rental","Equipment rental -  per week","Assistive technology","Each","EA","Y","Y","","","N","N",495,560
"05_801288434_0103_1_2","flexible equipment package (for changing need) - annual amount","flexible equipment package (for changing need) - annual amount","Assistive technology","Each","EA","Y","Y","","","N","N",496,561
"05_801809436_0103_1_2","seating/standing frame equipment rental�","seating/standing frame equipment rental�","Assistive technology","Each","EA","N","N","","","N","N",497,562
"05_801812347_0103_1_2","bed and mattress rental","weekly rate","Assistive technology","Each","EA","N","N","","","N","N",498,563
"05_802200437_0124_1_2","communication equipment rental","communication equipment rental","Assistive technology","Each","EA","N","N","","","N","N",499,564
"05_802218348_0113_1_2","vision equipment rental","per week rate","Assistive technology","Each","EA","N","N","","","N","N",500,565
"05_802413323_0123_1_2","ECU rental","","Assistive technology","Each","EA","N","N","","","N","N",501,566
"05_803000349_0112_1_2","recreation equipment rental","","Assistive technology","Each","EA","N","N","","","N","N",502,567
"05_805012350_0105_1_2","mobility equipment rental","short term rental of personal mobility equipment, quote not required but marked this way to allow price adjustment.","Assistive technology","Each","EA","N","N","","","N","N",503,568
"05_900101023_0130_1_2","assistance dog (including guide dog)","assistance dog (including guide dog)","Assistive technology","Each","EA","Y","Y","","","N","N",504,569
"06_121703375_0111_2_2","stair climber directed by attendant for wheelchair","Portable tracked device which a wheelchair attaches to and then is tracked upstairs by attendant.","Home modifications","Each","EA","Y","Y","","","N","N",505,570
"06_181806381_0111_2_2","grab rails- internal supply and install","","Home modifications","Each","EA","N","N","","","N","N",506,571
"06_181806382_0111_2_2","home modifications- rails- external","","Home modifications","Each","EA","N","N","","","N","N",507,572
"06_182403383_0111_2_2","supply and install specialised wall taps","","Home modifications","Each","EA","N","N","","","N","N",508,573
"06_182488376_0111_2_2","home modifications- bathroom modification minimal structural work","Moving a bath tub or enlarging a shower recess to improve access, or similar smaller work.","Home modifications","Each","EA","Y","Y","","","N","N",509,574
"06_182488377_0111_2_2","home modifications- bathroom modification extensive structural work","Extensive structural  bathroom changes. For example, removal of a bath or hobless-shower, electrical work, relocating plumbing, widening doorway, waterproofing or changes to the fit-out such as toilet, tap ware, basin, shower, rails paint and tiles.","Home modifications","Each","EA","Y","Y","","","N","N",510,575
"06_182488378_0111_2_2","home modifications- bathroom mod including combining bathroom, toilet or laundry","Modifications to combine bathroom, toilet and laundry. Includes  bath removal, hobless shower creation, plumbing relocation, electrical work, doorway changes, waterproofing and changes to bathroom fittings.","Home modifications","Each","EA","Y","Y","","","N","N",511,576
"06_182488379_0111_2_2","home modifications- kitchen adaption- no structural work","Modifications to a kitchen to enable a person with disability to access and use it.","Home modifications","Each","EA","Y","Y","","","N","N",512,577
"06_182488380_0111_2_2","home modifications- minor miscellaneous adjustments","Lower cost adaptions such as door adjustments, safety installations and bathroom fittings.","Home modifications","Each","EA","N","N","","","N","N",513,578
"06_183003384_0111_2_2","elevator- home","","Home modifications","Each","EA","Y","Y","","","N","N",514,579
"06_183005385_0111_2_2","fixed vertical lifting platform-home","platform attached to stairs or vertical drop which a wheelchair or scooter rides on","Home modifications","Each","EA","Y","Y","","","N","N",515,580
"06_183007386_0111_2_2","free standing vertical lifting platform- home","non enclosed lifting platform similar to a lift usually traversing smaller distances than an enclosed lift/ elevator","Home modifications","Each","EA","Y","Y","","","N","N",516,581
"06_183010387_0111_2_2","stair lift with seat","seat and rails attached to stairs or incline for ambulant person to ride up stairs on","Home modifications","Each","EA","Y","Y","","","N","N",517,582
"06_183011388_0111_2_2","stair lift with platform","platform attached to rail or track to traverse person over stairs to upper or lower levels","Home modifications","Each","EA","Y","Y","","","N","N",518,583
"06_183015389_0103_2_2","ramp portable fibre glass 1200mm","portable ramp suitable for outings etc but not permanently affixed","Home modifications","Each","EA","N","N","","","N","N",519,584
"06_183015390_0103_2_2","ramp portable fibre glass 1650mm","portable ramp suitable for outings etc but not permanently affixed","Home modifications","Each","EA","N","N","","","N","N",520,585
"06_183015391_0103_2_2","ramp portable fibre glass 1350mm","portable ramp suitable for outings etc but not permanently affixed","Home modifications","Each","EA","N","N","","","N","N",521,586
"06_183015392_0103_2_2","ramp portable fibre glass 2000mm","portable ramp suitable for outings etc but not permanently affixed","Home modifications","Each","EA","Y","Y","","","N","N",522,587
"06_183015393_0103_2_2","ramp portable fibre glass 2000mm with edge","portable ramp suitable for outings etc but not permanently affixed","Home modifications","Each","EA","Y","Y","","","N","N",523,588
"06_183015394_0103_2_2","ramp portable fibre glass 875mm","portable ramp suitable for outings etc but not permanently affixed","Home modifications","Each","EA","N","N","","","N","N",524,589
"06_183015395_0103_2_2","ramp portable fibre glass 700mm","portable ramp suitable for outings etc but not permanently affixed","Home modifications","Each","EA","N","N","","","N","N",525,590
"06_183018396_0111_2_2","ramps timber with galvanised rails- 300 per lineal meter","permanently installed timber ramp with galvanised rails","Home modifications","Each","EA","Y","Y","","","N","N",526,591
"06_183018397_0111_2_2","ramps concrete with galvanised rails- 400 per lineal meter","permanently installed concrete ramp with galvanised rails","Home modifications","Each","EA","Y","Y","","","N","N",527,592
"06_183018398_0111_2_2","ramps modular aluminium removable 2400mm x 1200 mm","temporary removable ramps which are not portable","Home modifications","Each","EA","Y","Y","","","N","N",528,593
"06_183018399_0111_2_2","ramps modular aluminium removable 600mm x 1200 mm","temporary removable ramps which are not portable","Home modifications","Each","EA","Y","Y","","","N","N",529,594
"06_183018400_0111_2_2","ramps modular aluminium removable 2400mm x 1800 (landing) mm","temporary removable ramps which are not portable","Home modifications","Each","EA","Y","Y","","","N","N",530,595
"06_183018401_0111_2_2","ramps modular aluminium removable 1200mm x 1200 (landing) mm","temporary removable ramps which are not portable","Home modifications","Each","EA","Y","Y","","","N","N",531,596
"06_183018402_0111_2_2","home mods- minor step ramp mod supply and fit landings and risers","","Home modifications","Each","EA","N","N","","","N","N",532,597
"06_183018403_0111_2_2","home mods- minor step ramp mod supply & fit landings, risers & bilateral h'rails","","Home modifications","Each","EA","N","N","","","N","N",533,598
"06_183315404_0111_2_2","slip resistant tile coating- approx. 5m x 5m","","Home modifications","Each","EA","N","N","","","N","N",534,599
"06_405_0111_2_2","certification or approval of home modifications","Certifier independent of a builder who can advise on the compliance of plans with the necessary work undertaken.","Home modifications","Each","EA","Y","Y","","","N","N",535,600
"06_406_0111_2_2","home modifications project manager or building certifier","Project manager or building certifier employed to ensure compliance with modifications plans to allow home access by person with disability","Home modifications","Each","EA","Y","Y","","","N","N",536,601
"06_407_0111_2_2","consultation about home modification designs with builder","drawings or plans which allow agreement to be confirmed, e.g. modifications and for quotes to be obtained","Home modifications","Each","EA","N","N","","","N","N",537,602
"06_408_0111_2_2","project management of home modifications","Project manager or certifier independent of a builder, who can provide advice on compliance of the plans with work undertaken and can co-ordinate quotes and payments.","Home modifications","Each","EA","Y","Y","","","N","N",538,603
"06_431_0131_2_2","Specialist Disability Accommodation","SDA is an adjusted contribution to the cost of the physical building, including the land it is on. The quote will reflect unique dwelling price based on the SDA enrolment process.","Home modifications","Each","EA","Y","Y","","","N","N",539,604
"06_432_0131_2_2","SDA Vacancy","A temporary payment for providers, available in limited circumstances when a participant moves out of an SDA dwelling accommodates 4 or more residents.","Home modifications","Each","EA","Y","Y","","","N","N",540,605
"07_001_0106_8_3","support connection","Assistance to strengthen participant�s abilities to coordinate supports & participate in the community. This includes resolving points of crisis, developing capacity & resilience in a participant's network & coordinating supports from a range of sources.","Coordination of Supports","Hour","H","N","N","57.71","58.92","Y","Y",542,606
"07_002_0106_8_3","coordination of supports","Further qualifications/experience required to strengthen a higher needs participant�s ability to coordinate their supports & participate in the community. This may include resolving points of crisis, & developing resilience in the participant's network.","Coordination of Supports","Hour","H","N","N","94.06","96.04","Y","Y",543,607
"07_003_0117_8_3","training in planning and plan management","training in planning and plan management for participants unable to do this independently but who could do all or part of the task with training.","Coordination of Supports","Hour","H","N","N","56.14","57.32","Y","Y",544,608
"07_004_0132_8_3","specialist support coordination","Time limited support coordination, within specialist framework necessitated by high risks in participant's situation, to address barriers and reduce complexity in environment, assisting to connect with supports, build capacity and resilience.","Coordination of Supports","Hour","H","N","N","178.98","182.74","Y","Y",545,609
